pwn,1
pfl,1
pli,1
pam,2
pag,1
rsk,1
blk,2
pap,2
pdc,1
pcd,2
pms,3
pnt,1
que,2
roh,2
run,1
bua,1
rue,2
szy,1
smo,1
sgs,2
sag,1
sat,2
srd,2
stq,2
sco,3
shn,1
sna,2
scn,2
szl,3
snd,2
nbl,1
alt,1
dga,1
sot,1
srn,1
zgh,2
sun,3
ssw,1
syl,1
shi,2
tah,1
tdd,1
tgk,3
tly,2
trv,1
tat,3
tet,1
tig,1
ton,1
tso,1
tsn,1
tcy,2
tum,1
tuk,2
tyv,2
kcg,1
udm,2
hsb,2
ven,1
vec,3
vep,2
vol,3
wln,2
war,3
guc,1
bdr,1
vls,2
hyw,2
xho,1
sah,2
yid,2
zea,2
zha,1
sws,0
nzk,0
nis,0
bvd,0
pbs,0
lam,0
mrp,0
nnl,0
ilu,0
fwa,0
teq,0
dbv,0
den,0
rdb,0
lkr,0
nfl,0
nuj,0
xpi,0
dtd,0
bxv,0
aul,0
eno,0
xse,0
mqj,0
tlu,0
nvh,0
mzb,0
rao,0
bhq,0
tug,0
bxj,0
ebr,0
bmv,0
vem,0
mlk,0
dai,0
cog,0
ssq,0
wae,0
rif,0
mfi,0
blm,0
dya,0
naf,0
omk,0
mtq,0
pmf,0
zgr,0
byw,0
ntd,0
msb,0
yas,0
khl,0
biu,0
gdq,0
osu,0
pnp,0
nmf,0
nwb,0
bwu,0
bfo,0
wor,0
gam,0
byx,0
vmy,0
wro,0
koy,0
gnl,0
mmm,0
seb,0
bmx,0
kue,0
neu,0
bql,0
bpw,0
bky,0
pbe,0
emu,0
mng,0
nhb,0
tge,0
xps,0
xya,0
klc,0
wun,0
bjt,0
ktk,0
mmo,0
cbt,0
lgr,0
afp,0
bca,0
aom,0
iml,0
mwc,0
mjj,0
amq,0
nil,0
nop,0
tvx,0
czt,0
kth,0
wja,0
plk,0
mbi,0
see,0
koa,0
xtd,0
dbp,0
eth,0
kxy,0
asc,0
sez,0
xbr,0
xpl,0
tnl,0
mhw,0
udl,0
rmg,0
yil,0
lbf,0
bkk,0
scq,0
kvk,0
cma,0
hmu,0
ypa,0
tak,0
bgk,0
ael,0
ale,0
mpy,0
urh,0
niw,0
huq,0
nii,0
vko,0
sli,0
bcv,0
tgc,0
ktx,0
vig,0
wlo,0
bei,0
kad,0
kqw,0
xly,0
lwu,0
npy,0
glh,0
kfe,0
toi,0
vit,0
wiv,0
ycr,0
tsl,0
oos,0
kvc,0
mok,0
goq,0
knb,0
wji,0
kcf,0
bfx,0
zik,0
tii,0
nrb,0
gdn,0
tia,0
cmi,0
klj,0
rnn,0
gse,0
kig,0
app,0
rmu,0
nsq,0
tbc,0
prc,0
grw,0
zmy,0
bgl,0
aer,0
ctu,0
wap,0
mgp,0
wli,0
trt,0
gaa,0
siu,0
zoc,0
thi,0
szp,0
swg,0
xab,0
bdq,0
pmj,0
mso,0
jqr,0
wrw,0
twe,0
psg,0
mqp,0
tya,0
des,0
bif,0
yha,0
mqx,0
nxa,0
blx,0
alz,0
nok,0
uby,0
tih,0
goe,0
kcd,0
rmz,0
xwg,0
mqw,0
mot,0
cjs,0
psc,0
bjb,0
teg,0
myx,0
ung,0
spo,0
yly,0
grh,0
idb,0
akd,0
tsc,0
lar,0
siv,0
tdn,0
yky,0
myk,0
bst,0
xmn,0
naw,0
dot,0
loh,0
ycl,0
mxh,0
aqc,0
tgv,0
iff,0
vut,0
kaq,0
brt,0
laq,0
jur,0
kdw,0
ctm,0
omi,0
tnu,0
vlp,0
gsm,0
ndw,0
nof,0
amw,0
kfs,0
mxl,0
xnt,0
izr,0
sur,0
kmc,0
kko,0
ckl,0
adh,0
lmh,0
ade,0
lua,0
tgb,0
poi,0
xcy,0
dhr,0
moz,0
lrz,0
kcs,0
ngn,0
dyr,0
giq,0
dao,0
noj,0
bhs,0
cpc,0
atp,0
nmi,0
nsg,0
dua,0
yom,0
abo,0
umi,0
bfj,0
pls,0
aiq,0
say,0
dbf,0
tdm,0
thu,0
xra,0
bpr,0
wmx,0
mcw,0
kwr,0
iin,0
hto,0
lpa,0
hui,0
mds,0
tgd,0
cdi,0
loo,0
bqz,0
hob,0
bpk,0
ifb,0
mag,0
btv,0
ium,0
nbo,0
csi,0
uis,0
elh,0
pia,0
tbh,0
och,0
yuw,0
xke,0
nqy,0
rai,0
ynu,0
ijn,0
muo,0
rwa,0
kzd,0
nxx,0
phn,0
kah,0
thd,0
lkl,0
agu,0
mju,0
irk,0
snn,0
cnq,0
mmj,0
nym,0
ngu,0
yob,0
mrq,0
ril,0
idr,0
imi,0
bvj,0
thf,0
dub,0
lau,0
pio,0
crq,0
sch,0
nrz,0
oav,0
bsh,0
sqr,0
ndz,0
bzk,0
mdb,0
vmi,0
srb,0
riu,0
muz,0
hnh,0
anc,0
kjm,0
wag,0
ajz,0
bxg,0
ckz,0
jig,0
tjs,0
bhp,0
nrm,0
zxx,0
mog,0
nsn,0
nbc,0
mif,0
agv,0
sra,0
lrl,0
aba,0
sci,0
nmg,0
jnj,0
wei,0
kvm,0
wms,0
yno,0
nhp,0
zbe,0
ain,0
oks,0
tno,0
taa,0
tmm,0
cdh,0
low,0
ctd,0
thh,0
pye,0
flr,0
icl,0
iri,0
cle,0
wfg,0
dsz,0
kcy,0
kep,0
bcf,0
def,0
xgi,0
bwa,0
dsq,0
lev,0
tkt,0
baj,0
pnv,0
uwa,0
aso,0
ams,0
wlg,0
ghc,0
hur,0
urb,0
urc,0
heh,0
mae,0
coe,0
tnk,0
emn,0
une,0
pup,0
wbf,0
zoq,0
igm,0
aij,0
xpa,0
dnn,0
lrg,0
nra,0
kiq,0
kbv,0
ryu,0
kpe,0
aml,0
kiz,0
rga,0
meh,0
vmv,0
khp,0
dav,0
kyj,0
xel,0
miz,0
kzo,0
mph,0
skz,0
ehu,0
mvt,0
tuq,0
tlc,0
tip,0
gne,0
phj,0
stb,0
rgu,0
yea,0
jmd,0
luu,0
prd,0
cns,0
apx,0
onn,0
dni,0
snm,0
rsl,0
ist,0
xxr,0
yet,0
ler,0
btf,0
tvm,0
nih,0
aza,0
tis,0
kns,0
mdt,0
nbe,0
slj,0
xpz,0
lif,0
xog,0
nww,0
ssk,0
jac,0
skw,0
ikp,0
tvu,0
nvo,0
sgg,0
kcw,0
abm,0
njn,0
aha,0
sab,0
adb,0
dny,0
zum,0
stu,0
nax,0
prw,0
klm,0
tlv,0
irh,0
axe,0
bru,0
mfw,0
oia,0
lvi,0
pog,0
dme,0
bem,0
aab,0
awc,0
bej,0
xgg,0
woi,0
bjj,0
olm,0
ayi,0
mhx,0
mmh,0
twa,0
maw,0
lja,0
scx,0
tsm,0
gnm,0
klg,0
ibe,0
ubr,0
grd,0
auy,0
ite,0
bac,0
sbl,0
pmb,0
pep,0
kic,0
dui,0
sih,0
cey,0
zrn,0
alo,0
dee,0
ndy,0
bpa,0
psd,0
waa,0
hil,0
tco,0
hed,0
ndu,0
xuu,0
kmk,0
buj,0
xib,0
mgt,0
sov,0
acv,0
lmj,0
seq,0
par,0
ygp,0
lup,0
geq,0
gas,0
sgp,0
kam,0
faj,0
crn,0
kkg,0
rts,0
ahs,0
dmo,0
rpt,0
mla,0
sec,0
yiv,0
gft,0
vao,0
ttc,0
zaz,0
alq,0
kjo,0
lae,0
mpg,0
nkk,0
spx,0
vka,0
mzo,0
ide,0
btu,0
dgb,0
akk,0
dcr,0
lur,0
asi,0
rap,0
okn,0
ruq,0
oda,0
mxr,0
agi,0
lap,0
bzm,0
xmh,0
kll,0
psu,0
kki,0
lnl,0
ynn,0
bxd,0
grz,0
pkn,0
saw,0
bkc,0
bde,0
xkj,0
gwe,0
etx,0
cnl,0
cmm,0
gim,0
jgb,0
xco,0
mpv,0
ptu,0
sba,0
aoe,0
nne,0
mjx,0
kwh,0
gmv,0
kgl,0
xtj,0
tqm,0
zbl,0
jbk,0
bcr,0
icr,0
twb,0
emx,0
ssm,0
mjs,0
aiy,0
ity,0
wrk,0
kxh,0
ito,0
kzb,0
bsb,0
slu,0
zkd,0
hop,0
jaa,0
imt,0
svb,0
xow,0
cll,0
tbe,0
amc,0
ndc,0
giw,0
tsh,0
xtl,0
mce,0
gdd,0
bbd,0
cpn,0
lcd,0
xda,0
lou,0
ket,0
oak,0
cuj,0
tli,0
ush,0
nht,0
btn,0
bbj,0
tgz,0
tlp,0
vic,0
bra,0
ych,0
hps,0
mew,0
kls,0
mqs,0
wos,0
eot,0
rmb,0
xtn,0
wss,0
fom,0
tna,0
dtr,0
kim,0
gyi,0
sbr,0
arl,0
kid,0
kkb,0
kel,0
coo,0
yrw,0
yso,0
elx,0
sim,0
mjg,0
ign,0
sgh,0
trd,0
kyd,0
wyn,0
phk,0
dza,0
peq,0
tun,0
jum,0
shx,0
cpb,0
tkw,0
wmb,0
lmb,0
let,0
tmz,0
iwk,0
mdg,0
gwg,0
jua,0
lmu,0
tei,0
sja,0
ixl,0
raw,0
zor,0
mkk,0
kwb,0
pgn,0
fah,0
gmu,0
anv,0
tow,0
alh,0
ria,0
elk,0
nef,0
sda,0
mtb,0
srg,0
isa,0
kfx,0
tqt,0
dmy,0
alp,0
nxd,0
mql,0
kco,0
era,0
tds,0
tpv,0
nuc,0
ism,0
nij,0
nmh,0
kuq,0
gez,0
oml,0
crs,0
bki,0
gqu,0
mxj,0
mvy,0
kqd,0
kxc,0
idc,0
nkx,0
gnj,0
mkm,0
okk,0
pon,0
wlm,0
scv,0
kvf,0
puu,0
myj,0
lhs,0
bux,0
xkq,0
dhu,0
pce,0
gau,0
adi,0
asu,0
hao,0
len,0
dwy,0
wmg,0
pmy,0
nwy,0
ksn,0
ugh,0
mnh,0
piu,0
xgm,0
bwm,0
tnn,0
gob,0
mlf,0
tdq,0
swf,0
gnd,0
mgb,0
gat,0
mht,0
mhz,0
bwn,0
pei,0
vmq,0
upv,0
bdw,0
tbv,0
ljl,0
yoy,0
bmn,0
lmy,0
xaj,0
nun,0
doz,0
ywt,0
ktw,0
dbu,0
svx,0
mci,0
dlg,0
nej,0
nlj,0
khj,0
xkc,0
xwk,0
tsp,0
gar,0
mxb,0
tqn,0
mlo,0
dyo,0
set,0
gmy,0
bqh,0
cku,0
lcs,0
ths,0
aok,0
tax,0
jib,0
ser,0
mxw,0
rmi,0
ost,0
awk,0
kty,0
tzl,0
sxc,0
plv,0
sst,0
doa,0
try,0
hbn,0
inb,0
txs,0
swj,0
bze,0
nen,0
mgr,0
cjh,0
tqo,0
trr,0
xxk,0
kdk,0
rmm,0
ijc,0
pcb,0
bsv,0
tvi,0
aod,0
hmk,0
tqw,0
ziz,0
thr,0
bor,0
hir,0
xtp,0
dml,0
ccj,0
msk,0
txt,0
orr,0
brm,0
slw,0
ska,0
wud,0
scg,0
pek,0
bkv,0
ddw,0
mnl,0
ntg,0
ybk,0
waj,0
rir,0
mle,0
ecr,0
kbb,0
bsc,0
sru,0
job,0
hay,0
mxn,0
drq,0
unr,0
lgl,0
kkf,0
jim,0
goi,0
xce,0
pid,0
okr,0
yec,0
zmu,0
wea,0
suc,0
hig,0
yar,0
pss,0
avu,0
kkk,0
pcp,0
ybn,0
seg,0
oac,0
xki,0
pin,0
aoi,0
ape,0
psn,0
lag,0
dro,0
mtw,0
loj,0
blo,0
guo,0
anu,0
bni,0
dow,0
xht,0
btz,0
pbn,0
isn,0
sgr,0
zra,0
sny,0
wkr,0
kkx,0
xuo,0
jad,0
ywl,0
akj,0
nlm,0
srr,0
dbo,0
rji,0
gqn,0
txb,0
lie,0
doy,0
mtx,0
nwr,0
pci,0
aoz,0
pso,0
dkk,0
daw,0
klz,0
mxc,0
naa,0
taz,0
szw,0
ptw,0
nyu,0
naz,0
pno,0
bqk,0
mvb,0
thl,0
wym,0
pnj,0
lew,0
lor,0
yup,0
jmx,0
xoc,0
bcw,0
cjm,0
llx,0
mlc,0
ulc,0
ijs,0
mix,0
kti,0
pbv,0
ndf,0
nyn,0
lic,0
wbe,0
kmd,0
koe,0
tul,0
brk,0
cyo,0
bjs,0
bex,0
ddi,0
mxz,0
tim,0
pah,0
aux,0
kvd,0
hkk,0
wbw,0
bkl,0
nnw,0
yne,0
ceg,0
ymp,0
vml,0
kdc,0
jni,0
itm,0
pev,0
kny,0
esu,0
xwc,0
twp,0
csc,0
eso,0
dnr,0
cic,0
dsh,0
ekl,0
iki,0
skp,0
sau,0
lhp,0
bqd,0
nex,0
tkv,0
kyp,0
yns,0
aou,0
res,0
yes,0
pjt,0
ibm,0
swn,0
kso,0
wlr,0
kre,0
tcf,0
ibg,0
eme,0
tkr,0
deq,0
kak,0
dth,0
mff,0
bpo,0
bau,0
err,0
sbq,0
hiw,0
ddd,0
wly,0
rkw,0
hhr,0
byn,0
utp,0
lrt,0
sqn,0
blp,0
kcm,0
nms,0
mox,0
tdc,0
los,0
igw,0
mns,0
txm,0
ekg,0
rmv,0
eit,0
nqq,0
bnv,0
cni,0
liy,0
kno,0
xbc,0
cme,0
mgc,0
omr,0
dhm,0
hch,0
lvk,0
nwi,0
pez,0
sct,0
xur,0
pak,0
wem,0
tsq,0
dtt,0
axg,0
kil,0
tyh,0
mth,0
kvl,0
png,0
kja,0
hld,0
dge,0
hag,0
auq,0
bxc,0
ntx,0
okj,0
ssj,0
esm,0
mei,0
uan,0
xcg,0
bqs,0
emz,0
mty,0
kvo,0
brw,0
oin,0
ttt,0
crr,0
auo,0
mcp,0
dam,0
bay,0
wsr,0
eze,0
bmr,0
txq,0
hsh,0
neb,0
ehs,0
tpj,0
nyf,0
kkh,0
tsw,0
bgd,0
gmg,0
xrw,0
nao,0
tsg,0
yao,0
pbl,0
dse,0
gae,0
nlk,0
xsq,0
tom,0
jpr,0
rro,0
jae,0
klw,0
oor,0
ahh,0
pnz,0
mhs,0
kbl,0
ofu,0
zmb,0
txi,0
bro,0
bkp,0
goc,0
ccp,0
pib,0
sfb,0
xem,0
xmk,0
iws,0
mlw,0
ghr,0
gay,0
kxx,0
soi,0
twd,0
pdn,0
ved,0
ksf,0
cik,0
mbv,0
psi,0
wlv,0
jee,0
anr,0
mts,0
tln,0
xlb,0
mvi,0
lkt,0
yii,0
mov,0
byz,0
sxm,0
brc,0
mkc,0
tgy,0
mvn,0
ckh,0
amf,0
xky,0
tmr,0
tva,0
tgi,0
rat,0
jkr,0
brg,0
kbs,0
nnv,0
uki,0
ncn,0
nhy,0
ixc,0
smt,0
bka,0
apn,0
tcw,0
tyr,0
adt,0
pef,0
aau,0
xng,0
gzn,0
fab,0
ebu,0
kyk,0
gdj,0
hmr,0
xkb,0
imr,0
khu,0
afu,0
shp,0
slh,0
zmk,0
wdu,0
bml,0
dba,0
ggl,0
kdy,0
cet,0
kwa,0
cuu,0
mbk,0
pny,0
huv,0
stv,0
tre,0
tms,0
nrn,0
ygu,0
hbu,0
lkj,0
ipi,0
xkt,0
ldl,0
tod,0
tzh,0
zkr,0
bue,0
pht,0
dmg,0
sxo,0
agf,0
shq,0
wow,0
rob,0
wme,0
ypn,0
atu,0
txu,0
wng,0
lti,0
xsp,0
reg,0
onw,0
pkg,0
nek,0
djn,0
bbs,0
pmw,0
nsd,0
udi,0
bip,0
mfh,0
ukk,0
gdx,0
mdv,0
oko,0
mfr,0
nau,0
pww,0
smy,0
mvs,0
haq,0
cok,0
gnu,0
hrt,0
bbr,0
mtc,0
sui,0
sfw,0
ahn,0
kuy,0
mgj,0
izz,0
lku,0
xsc,0
kpn,0
bdv,0
krz,0
rgs,0
zmd,0
bbb,0
etz,0
del,0
aia,0
cuo,0
bvq,0
tku,0
cow,0
wrz,0
ngw,0
itl,0
nyq,0
dix,0
juc,0
sto,0
kaw,0
abb,0
gkd,0
ldn,0
kxf,0
bfa,0
bqr,0
yph,0
dju,0
coj,0
nrg,0
mbb,0
tsx,0
bhl,0
dwa,0
mcg,0
acu,0
dta,0
kdf,0
xgu,0
aea,0
bch,0
aem,0
frs,0
bgw,0
juy,0
hah,0
dhx,0
ney,0
net,0
sho,0
enx,0
wno,0
ngm,0
wof,0
bhc,0
xjb,0
jra,0
nzu,0
grc,0
njt,0
ggg,0
ngp,0
chc,0
ntz,0
sie,0
tkl,0
kbj,0
khs,0
yli,0
raj,0
mii,0
mtl,0
amm,0
njm,0
sac,0
ncm,0
acb,0
sgy,0
agt,0
bcb,0
pld,0
aru,0
bth,0
zmo,0
jbn,0
npu,0
zmh,0
bed,0
dmw,0
yat,0
shs,0
woa,0
nur,0
way,0
xbi,0
hvk,0
gmb,0
mra,0
duo,0
dti,0
kuv,0
yej,0
kix,0
ral,0
sbt,0
awx,0
ckv,0
lkm,0
jmn,0
ugo,0
hei,0
tev,0
etu,0
aob,0
bgf,0
lut,0
mmf,0
mky,0
xlg,0
wau,0
mhb,0
esh,0
xkx,0
njz,0
nxl,0
crx,0
gea,0
nix,0
pta,0
bns,0
uha,0
gra,0
xkr,0
srx,0
ypb,0
tzx,0
tke,0
uka,0
boe,0
yki,0
bnx,0
bir,0
tjw,0
ctc,0
lbv,0
oka,0
ega,0
pom,0
tvd,0
sbx,0
obo,0
nkf,0
mha,0
yab,0
ysr,0
ykt,0
nbw,0
ncg,0
soz,0
rsw,0
lnh,0
amg,0
too,0
ygm,0
viv,0
nbu,0
xdc,0
dwz,0
pkr,0
skf,0
brx,0
bmf,0
mtk,0
bax,0
keh,0
wec,0
ysg,0
ywa,0
jay,0
bno,0
aad,0
cvg,0
smr,0
hit,0
okc,0
swy,0
hwo,0
lel,0
aez,0
kmx,0
nfu,0
dcc,0
wbk,0
skt,0
xga,0
olu,0
dnj,0
zkk,0
kow,0
bxl,0
bym,0
bpg,0
mru,0
wkb,0
arn,0
kss,0
odu,0
xru,0
eya,0
prq,0
arv,0
sje,0
bpd,0
bin,0
sok,0
mux,0
wad,0
huy,0
plg,0
hix,0
mxi,0
ctp,0
nsr,0
byl,0
mln,0
boo,0
bdf,0
spd,0
mgo,0
ota,0
two,0
hle,0
rac,0
kdm,0
nlu,0
sgt,0
ukh,0
lid,0
bfr,0
ikr,0
wdt,0
huc,0
ndq,0
caz,0
sdu,0
bqu,0
igg,0
kqs,0
tok,0
hib,0
chj,0
mdm,0
kxt,0
jic,0
krp,0
kcn,0
kvt,0
bzx,0
cga,0
kkc,0
dda,0
bow,0
mdj,0
mga,0
wlc,0
xor,0
xmq,0
trq,0
bjl,0
bhj,0
tgo,0
sei,0
pna,0
cob,0
syc,0
cax,0
lgu,0
mio,0
tbi,0
oui,0
jul,0
asj,0
lwl,0
ktg,0
gyr,0
bhb,0
kce,0
olr,0
bvp,0
ihb,0
ran,0
nla,0
xyl,0
nwo,0
bdz,0
wiy,0
bnl,0
aui,0
phl,0
hts,0
cta,0
krf,0
avo,0
ppm,0
hal,0
sqk,0
beb,0
kto,0
psh,0
noh,0
kva,0
tql,0
bkg,0
mlz,0
bgx,0
mpx,0
wul,0
sns,0
nag,0
nll,0
lso,0
amo,0
lkh,0
enf,0
xpx,0
ekp,0
org,0
chd,0
kdp,0
ckr,0
xwd,0
tdv,0
cdj,0
mki,0
bkw,0
bbw,0
wsu,0
ljw,0
bge,0
avb,0
jiu,0
bhx,0
loc,0
uve,0
sza,0
wbt,0
bvr,0
bon,0
htu,0
nha,0
ten,0
eza,0
thy,0
tex,0
djb,0
aaq,0
top,0
bpp,0
mjn,0
ggd,0
puw,0
mgh,0
shc,0
lcq,0
kvg,0
aon,0
hss,0
ter,0
kcc,0
gup,0
xin,0
zmg,0
tck,0
mwf,0
xaa,0
xmr,0
scp,0
xcr,0
ttr,0
gnz,0
sdo,0
wtf,0
gri,0
roo,0
myc,0
ndr,0
gil,0
gyz,0
rnp,0
sav,0
ikk,0
apv,0
mvz,0
ddg,0
tye,0
nwe,0
lbj,0
cds,0
mdu,0
biy,0
ani,0
sen,0
anb,0
koo,0
jka,0
oma,0
sdg,0
rme,0
nsh,0
maa,0
cwa,0
djf,0
jdg,0
srf,0
erk,0
mmx,0
xnq,0
xdq,0
bss,0
niz,0
mqy,0
mtd,0
ynk,0
byj,0
aly,0
tzm,0
mzg,0
mxo,0
ote,0
keb,0
ahl,0
hul,0
bgy,0
lei,0
akm,0
wnb,0
ymm,0
waz,0
kjq,0
bzi,0
tij,0
she,0
aji,0
lrr,0
gvm,0
xvo,0
epi,0
bzh,0
mfu,0
vel,0
sou,0
sbu,0
pub,0
mzx,0
dof,0
kct,0
tlo,0
wmi,0
bww,0
pnc,0
nmr,0
tdj,0
gmd,0
kfz,0
jos,0
zbu,0
cpy,0
gyd,0
rnl,0
jao,0
xhv,0
dox,0
nbi,0
bqy,0
bjy,0
swx,0
log,0
lea,0
mvo,0
lhm,0
xmu,0
nsa,0
luz,0
cko,0
tca,0
bwf,0
inp,0
tkf,0
dia,0
byt,0
afg,0
opy,0
apb,0
bsw,0
jbe,0
bdo,0
mxg,0
lbb,0
tml,0
blv,0
mic,0
zwa,0
kjj,0
alk,0
bvf,0
yka,0
lsr,0
trc,0
vau,0
pbf,0
wuv,0
kzp,0
ogg,0
csy,0
mqb,0
tri,0
mct,0
blb,0
stl,0
sop,0
nks,0
snj,0
vah,0
nnp,0
snc,0
ekr,0
dds,0
bly,0
krw,0
zro,0
yik,0
sgi,0
nyl,0
itb,0
bhm,0
bfn,0
oar,0
bid,0
pad,0
tcm,0
mxu,0
mam,0
bok,0
tyi,0
kgs,0
xml,0
ncj,0
daz,0
lem,0
kju,0
ply,0
naj,0
jal,0
tui,0
cfm,0
ino,0
ail,0
nnz,0
sej,0
nkj,0
vkm,0
bsx,0
apt,0
srv,0
kld,0
sol,0
akc,0
pys,0
haf,0
cyb,0
wir,0
lna,0
awo,0
lbo,0
dbw,0
knk,0
kyn,0
rsm,0
css,0
kme,0
kgo,0
tsz,0
xgf,0
kxz,0
gov,0
bmj,0
krk,0
afd,0
sjl,0
oym,0
ccc,0
nly,0
unn,0
mgk,0
ipo,0
ems,0
xpc,0
pex,0
smw,0
wnk,0
gsn,0
nyt,0
xvn,0
brd,0
atd,0
wbp,0
gwu,0
xkl,0
cup,0
bmh,0
myp,0
dob,0
gsp,0
bnz,0
ndi,0
cnk,0
jii,0
ads,0
aqr,0
mnm,0
gop,0
bpm,0
omo,0
plz,0
fod,0
mko,0
pkb,0
yaf,0
mjh,0
nbp,0
wyi,0
mum,0
six,0
iar,0
amr,0
nni,0
sqq,0
hom,0
djd,0
gai,0
smq,0
uth,0
row,0
kot,0
snf,0
kwc,0
akb,0
yir,0
wkd,0
sbj,0
bsr,0
dtm,0
vnm,0
kbr,0
kej,0
yot,0
kpw,0
hos,0
mfn,0
tsb,0
owi,0
dgs,0
kzy,0
zen,0
mtp,0
ksz,0
rwl,0
cth,0
shm,0
tpg,0
djj,0
aen,0
dbl,0
jun,0
nce,0
msy,0
zla,0
sbv,0
bfp,0
noq,0
nwm,0
nqk,0
atk,0
bte,0
eli,0
nxg,0
ank,0
ajn,0
bjf,0
aum,0
fag,0
imo,0
xtu,0
blw,0
xks,0
itw,0
pgg,0
tbn,0
mea,0
bwe,0
pwo,0
dtk,0
zku,0
auj,0
oco,0
lls,0
ybe,0
gby,0
mzv,0
hoe,0
abq,0
mcc,0
eve,0
xnj,0
cgg,0
ytp,0
nvm,0
kyf,0
ctl,0
rkh,0
dim,0
aaf,0
bxn,0
opk,0
kcz,0
szb,0
tos,0
ptq,0
hii,0
bzs,0
tio,0
faa,0
gdr,0
wsk,0
tac,0
tgr,0
liz,0
kfu,0
ogb,0
nse,0
sjg,0
adx,0
kbn,0
pyy,0
gia,0
xyy,0
oaa,0
xbn,0
nim,0
yhl,0
gye,0
wnm,0
gef,0
ukv,0
lmx,0
inl,0
sip,0
weo,0
mrg,0
mdp,0
krr,0
kjc,0
uum,0
aby,0
bmw,0
prx,0
tcn,0
rib,0
dez,0
hwc,0
men,0
tcb,0
ldj,0
abg,0
keq,0
yon,0
url,0
wih,0
wnw,0
zmf,0
mjr,0
nnb,0
toy,0
kzu,0
klq,0
geb,0
eiv,0
mgy,0
luy,0
afs,0
rka,0
lng,0
osn,0
lnn,0
onp,0
pnm,0
kkd,0
hpo,0
abr,0
btt,0
fay,0
bfi,0
gey,0
pig,0
tjn,0
mab,0
npb,0
cnu,0
xbe,0
mvv,0
scb,0
btr,0
yda,0
axl,0
lsd,0
soa,0
lnj,0
ypg,0
pda,0
jrb,0
pdo,0
dwr,0
ymi,0
bfy,0
sga,0
lbr,0
xep,0
kdu,0
ire,0
bfe,0
spr,0
haj,0
xta,0
deh,0
lum,0
lst,0
xap,0
bun,0
btg,0
xph,0
jab,0
nct,0
azg,0
tdg,0
gml,0
bwg,0
ccg,0
iti,0
csa,0
yta,0
trx,0
bza,0
tll,0
und,0
bek,0
sxb,0
syw,0
kga,0
ahg,0
urn,0
cjp,0
prf,0
mmt,0
bcq,0
sea,0
vto,0
wrv,0
lhn,0
mnv,0
bju,0
mtg,0
alm,0
oyd,0
pne,0
njs,0
tef,0
aix,0
yip,0
xzp,0
kba,0
tte,0
cly,0
csz,0
mqh,0
cih,0
mwv,0
nhx,0
smg,0
tyt,0
ylo,0
buy,0
lns,0
tdi,0
ksb,0
nmj,0
